ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0xca9b,ALHRES09DEL02,30,4.7,0.0,0.0,0.08,0.08,2022-02-14,17:25:00,17:35:00,conditions Sandstorms,Medium ,2,Meal ,motorcycle ,0,No ,Urban ,24
0x9107,CHENRES09DEL02,33,4.2,13.044694,80.26147,13.064694,80.28147,2022-03-30,11:45:00,11:55:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,39
0x7317,COIMBRES02DEL02,39,4.9,11.022477,76.995667,11.102477,77.075667,2022-04-04,17:25:00,17:30:00,conditions Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,26
0x8464,MYSRES05DEL03,34,4.5,12.323978,76.627961,12.353978,76.657961,2022-04-03,20:40:00,20:45:00,conditions Sandstorms,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,28
0x9af2,HYDRES02DEL03,37,4.2,17.41233,78.449654,17.44233,78.479654,2022-03-19,22:15:00,22:30:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0x8d48,JAPRES18DEL03,36,4.8,26.913987,75.752891,26.943987,75.782891,2022-03-13,23:10:00,23:20:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Urban ,20
0xa077,PUNERES02DEL01,29,4.9,18.55144,73.804855,18.62144,73.874855,2022-03-20,19:40:00,19:55:00,conditions Fog,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,45
0x8fa0,SURRES01DEL01,30,4.4,21.186438,72.794115,21.296438,72.904115,2022-04-02,22:10:00,22:25:00,conditions Fog,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,35
0x291d,VADRES11DEL01,32,5.0,22.308096,73.167753,22.378096,73.237753,2022-03-27,21:00:00,21:15:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0x7b54,PUNERES010DEL01,21,4.8,18.539299,73.897902,18.609299,73.967902,2022-03-23,22:35:00,22:45:00,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,13
0x895b,BANGRES06DEL02,24,4.2,12.979096,77.640625,13.109096,77.770625,2022-03-20,18:30:00,18:45:00,conditions Cloudy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,35
0x8583,INDORES16DEL02,28,4.9,22.744648,75.894377,22.824648,75.974377,2022-03-16,19:25:00,19:35:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,25
0xd6bf,AURGRES11DEL01,39,4.9,0.0,0.0,0.11,0.11,2022-02-14,22:35:00,22:40:00,conditions Stormy,Low ,0,Snack ,motorcycle ,1,No ,Urban ,21
0x4340,RANCHIRES20DEL02,21,5.0,23.39925,85.390464,23.47925,85.470464,2022-03-12,22:35:00,22:40:00,conditions Sandstorms,Low ,1,Meal ,scooter ,0,No ,Urban ,11
0xdd00,AURGRES09DEL03,35,4.8,19.874103,75.368419,19.904103,75.398419,2022-02-13,17:10:00,17:20:00,conditions Windy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,29
0xdac9,KOLRES11DEL02,25,4.5,22.577821,88.400581,22.657821,88.480581,2022-02-14,23:15:00,23:30:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,20
0x5d7a,JAPRES09DEL01,20,5.0,26.911378,75.789034,26.981378,75.859034,2022-03-18,19:00:00,19:15:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,22
0x65b1,MYSRES13DEL01,23,4.7,12.310972,76.659264,12.380972,76.729264,2022-03-08,20:50:00,21:00:00,conditions Cloudy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,31
0x80aa,MYSRES20DEL01,28,4.7,12.337978,76.616792,12.447978,76.726792,2022-04-04,23:35:00,23:45:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,25
0xb22b,RANCHIRES010DEL01,31,4.8,23.354422,85.3329,23.424422,85.4029,2022-03-06,21:55:00,22:05:00,conditions Sunny,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,22
0x1a31,JAPRES06DEL01,28,4.5,26.911927,75.797282,26.981927,75.867282,2022-03-31,18:50:00,18:55:00,conditions Sunny,Medium ,2,Buffet ,scooter ,1,No ,Urban ,16
0xc2ba,LUDHRES18DEL03,20,3.9,30.890184,75.829615,30.950184,75.889615,2022-02-11,20:40:00,20:45:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,54
0x9892,JAPRES17DEL02,26,4.9,26.892312,75.806896,27.022313,75.936896,2022-03-18,21:45:00,22:00:00,conditions Stormy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,22
0xddb7,GOARES19DEL01,34,4.6,0.0,0.0,0.01,0.01,2022-02-13,10:00:00,10:15:00,conditions Sandstorms,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,26
0x4cce,PUNERES12DEL01,24,4.8,18.520016,73.830547,18.530016,73.840547,2022-03-09,12:00:00,12:15:00,conditions Sandstorms,High ,1,Snack ,motorcycle ,1,No ,Metropolitian ,10
0x8b86,COIMBRES20DEL03,35,4.8,10.994136,76.963303,11.084136,77.053303,2022-04-04,20:25:00,20:40:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0xad08,INDORES010DEL03,31,4.7,22.75004,75.902847,22.78004,75.932847,2022-04-05,19:50:00,20:05:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,19
0xd4df,KOLRES20DEL02,20,4.7,22.514119,88.362504,22.594119,88.442504,2022-02-18,22:30:00,22:45:00,conditions Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,28
0x6561,INDORES08DEL01,32,4.0,22.725748,75.898497,22.735747,75.908497,2022-03-03,10:55:00,11:00:00,conditions Stormy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
0xd02f,BHPRES03DEL03,25,4.7,23.214294,77.435361,23.244294,77.465361,2022-02-11,17:45:00,18:00:00,conditions Sunny,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,19
0x6932,VADRES19DEL03,29,5.0,22.311844,73.165081,22.341844,73.195081,2022-03-19,20:40:00,20:55:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,20
0x5697,JAPRES13DEL02,20,4.8,26.846156,75.8023,26.896156,75.8523,2022-03-26,20:25:00,20:40:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,14
0x25eb,JAPRES09DEL03,23,4.7,26.911378,75.789034,27.051378,75.929034,2022-03-14,21:00:00,21:10:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,42
0x9abf,INDORES06DEL03,33,5.0,22.728163,75.884212,22.818163,75.974212,2022-03-23,17:40:00,17:55:00,conditions Sunny,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,25
0x9790,COIMBRES13DEL01,24,4.8,11.003669,76.976494,11.113669,77.086494,2022-03-12,21:15:00,21:25:00,conditions Sunny,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,16
0x768d,MUMRES09DEL03,25,4.8,18.994049,72.825203,19.054049,72.885203,2022-03-24,17:20:00,17:35:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,22
0x2c5a,PUNERES19DEL02,31,4.4,18.563934,73.915367,18.693935,74.045367,2022-03-04,22:20:00,22:25:00,conditions Cloudy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,37
0x163c,MYSRES17DEL01,38,4.8,12.326356,76.619103,12.366356,76.659103,2022-03-21,17:00:00,17:05:00,conditions Sunny,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,17
0xd398,DEHRES08DEL01,22,4.6,30.359722,78.067079,30.469722,78.177079,2022-02-12,21:30:00,21:45:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Urban ,15
0x417b,SURRES15DEL01,35,4.7,21.160522,72.771477,21.170522,72.781477,2022-04-01,10:00:00,10:10:00,conditions Sunny,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,12
0x4291,SURRES03DEL01,34,3.8,21.186884,72.793616,21.296884,72.903616,2022-03-18,22:15:00,22:30:00,conditions Cloudy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,39
0x5761,CHENRES05DEL03,20,4.8,13.058616,80.264151,13.148616,80.354151,2022-03-08,22:40:00,22:45:00,conditions Sunny,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,28
0xc8f,VADRES04DEL01,29,4.6,0.0,0.0,0.01,0.01,2022-03-05,08:20:00,08:35:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,16
0xa49a,VADRES11DEL03,20,3.5,22.308096,73.167753,22.338096,73.197753,2022-03-28,21:55:00,22:10:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,3,Yes ,Semi-Urban ,50
0xb4e4,COIMBRES03DEL02,30,4.2,11.025083,77.015393,11.105083,77.095393,2022-03-02,19:20:00,19:30:00,conditions Cloudy,Jam ,2,Meal ,scooter ,2,No ,Metropolitian ,49
0xa866,VADRES08DEL03,24,4.4,0.0,0.0,0.03,0.03,2022-03-19,20:45:00,20:50:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,49
0xdb84,ALHRES05DEL01,35,4.0,25.457687,81.835585,25.567687,81.945585,2022-02-16,21:35:00,21:50:00,conditions Fog,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,35
0x7008,COIMBRES15DEL01,28,4.8,11.006686,76.951736,11.016686,76.961736,2022-03-03,09:35:00,09:50:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,18
0xa22e,INDORES20DEL02,22,5.0,22.732225,75.874765,22.782225,75.924765,2022-03-09,20:35:00,20:40:00,conditions Sunny,Jam ,2,Meal ,scooter ,0,No ,Urban ,11
0x7820,COIMBRES17DEL01,23,4.8,11.026117,76.944652,11.096117,77.014652,2022-03-31,20:35:00,20:45:00,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,1,No ,Urban ,33
0x41f5,PUNERES12DEL02,22,4.9,18.520016,73.830547,18.540016,73.850547,2022-03-09,08:35:00,08:50:00,conditions Fog,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,16
0x7d1a,RANCHIRES15DEL03,34,4.6,23.369746,85.33982,23.429746,85.39982,2022-03-19,20:10:00,20:25:00,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,29
0x3b72,INDORES14DEL01,30,4.7,22.761593,75.886362,22.771593,75.896362,2022-03-19,11:15:00,11:30:00,conditions Fog,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
0x8c6a,VADRES13DEL01,20,4.8,22.310237,73.158921,22.350237,73.198921,2022-03-30,16:15:00,16:25:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,14
0x25a5,SURRES07DEL02,20,5.0,21.170798,72.790489,21.250798,72.870489,2022-03-02,20:35:00,20:50:00,conditions Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,36
0xca3b,LUDHRES04DEL03,39,4.6,30.914057,75.83982,30.944057,75.86982,2022-02-17,23:00:00,23:10:00,conditions Windy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,24
0xa598,RANCHIRES17DEL02,27,4.7,23.374878,85.335739,23.394878,85.355739,2022-03-03,08:20:00,08:30:00,conditions Sandstorms,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,11
0x1812,JAPRES04DEL02,35,4.8,26.902328,75.794257,26.922328,75.814257,2022-03-11,09:15:00,09:30:00,conditions Stormy,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,27
0x53e7,PUNERES06DEL02,24,4.8,18.546258,73.904337,18.676258,74.034337,2022-04-06,19:55:00,20:05:00,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,26
0xdd8c,BHPRES11DEL03,25,4.9,23.233219,77.433571,23.293219,77.493571,2022-02-17,18:15:00,18:30:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,17
0x2668,PUNERES09DEL01,28,4.8,18.536562,73.896485,18.576562,73.936485,2022-03-05,16:35:00,16:50:00,conditions Fog,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,14
0x4945,MUMRES07DEL02,33,4.6,19.091458,72.827808,19.171458,72.907808,2022-03-27,22:50:00,23:00:00,conditions Cloudy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,30
0x4d6a,JAPRES06DEL02,35,4.9,26.911927,75.797282,26.961927,75.847282,2022-03-28,23:40:00,23:45:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,NaN ,21
0x99b6,CHENRES09DEL01,30,4.9,13.044694,80.26147,13.114694,80.33147,2022-04-06,21:15:00,21:30:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,35
0x9869,CHENRES18DEL03,31,4.9,12.981615,80.231598,13.041615,80.291598,2022-03-01,23:40:00,23:55:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,29
0x4593,BANGRES17DEL03,31,4.8,12.972532,77.608179,13.062532,77.698179,2022-03-16,17:10:00,17:15:00,conditions Windy,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,21
0xce38,GOARES19DEL02,24,4.7,0.0,0.0,0.02,0.02,2022-02-11,10:40:00,10:45:00,conditions Windy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,16
0xacdc,MUMRES15DEL02,33,5.0,19.176269,72.836721,19.196269,72.856721,2022-03-03,09:10:00,09:15:00,conditions Sandstorms,Low ,2,Drinks ,scooter ,1,No ,NaN ,24
0xc947,BHPRES04DEL01,39,4.6,23.184992,77.417227,23.294992,77.527227,2022-02-14,18:25:00,18:40:00,conditions Sunny,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,18
0xdfa1,KNPRES19DEL03,37,4.5,26.49095,80.318656,26.55095,80.378656,2022-02-11,22:35:00,22:40:00,conditions Stormy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
0x4062,JAPRES17DEL03,26,4.8,26.892312,75.806896,26.922313,75.836896,2022-03-01,18:35:00,18:45:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,21
0x4b99,RANCHIRES07DEL02,35,4.4,23.359407,85.325055,23.409407,85.375055,2022-03-26,18:30:00,18:35:00,conditions Sandstorms,Medium ,2,Buffet ,motorcycle ,1,No ,Urban ,32
0xc529,KOLRES04DEL01,29,4.8,22.538731,88.364878,22.548731,88.374878,2022-02-17,11:00:00,11:05:00,conditions Sandstorms,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,14
0xb9d7,PUNERES02DEL01,24,4.8,18.55144,73.804855,18.56144,73.814855,2022-03-19,10:55:00,11:10:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Urban ,19
0x41ee,JAPRES06DEL02,25,4.9,26.911927,75.797282,27.041927,75.927282,2022-04-06,17:45:00,17:55:00,conditions Sandstorms,Medium ,2,Drinks ,electric_scooter ,1,No ,Urban ,27
0xae81,PUNERES15DEL01,20,4.5,18.636215,73.751081,18.676215,73.791081,2022-03-24,13:20:00,13:35:00,conditions Sandstorms,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,21
0xbb43,RANCHIRES20DEL01,29,5.0,23.39925,85.390464,23.40925,85.400464,2022-03-07,10:20:00,10:35:00,conditions Sunny,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,21
0x26be,RANCHIRES06DEL02,37,4.8,23.357804,85.325146,23.377804,85.345146,2022-03-30,09:00:00,09:15:00,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,27
0xcf60,KOLRES12DEL01,30,4.8,22.551084,88.354127,22.561084,88.364127,2022-02-17,10:20:00,10:25:00,conditions Sandstorms,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,28
0x665b,COIMBRES06DEL03,23,5.0,11.021278,76.995017,11.111278,77.085017,2022-03-12,17:20:00,17:35:00,conditions Fog,Medium ,2,Buffet ,scooter ,0,No ,Urban ,34
0xd086,LUDHRES08DEL01,36,4.5,30.899992,75.831338,30.969992,75.901338,2022-02-12,22:10:00,22:20:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,18
0x500f,HYDRES13DEL03,39,4.5,17.431477,78.40035,17.521477,78.49035,2022-03-02,00:00:00,00:05:00,conditions Fog,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,37
0x7f7e,BANGRES01DEL02,28,4.9,12.933284,77.615428,12.983284,77.665428,2022-03-09,17:45:00,17:55:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,13
0xb01d,MUMRES11DEL01,32,4.8,18.994237,72.825553,19.004237,72.835553,2022-04-03,08:55:00,09:00:00,conditions Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,18
0x50e7,HYDRES010DEL03,38,4.9,17.428294,78.404423,17.488294,78.464423,2022-03-01,18:40:00,18:55:00,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,31
0xde8e,BHPRES14DEL03,32,4.7,0.0,0.0,0.09,0.09,2022-02-12,18:15:00,18:30:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,24
0x411e,MYSRES20DEL02,35,4.8,12.337978,76.616792,12.467978,76.746792,2022-03-29,19:55:00,20:10:00,conditions Fog,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,42
0xd14c,KOLRES03DEL03,33,4.8,22.526461,88.364453,22.586461,88.424453,2022-02-17,22:20:00,22:30:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Urban ,21
0x8cc7,HYDRES04DEL02,27,4.9,17.411028,78.329645,17.541028,78.459645,2022-03-29,20:55:00,21:00:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,32
0x5cde,INDORES07DEL01,28,4.9,22.722634,75.886959,22.792634,75.956959,2022-03-08,20:00:00,20:15:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,17
0x2048,CHENRES18DEL01,27,4.6,12.981615,80.231598,13.021615,80.271598,2022-04-05,15:50:00,15:55:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,22
0x759d,BANGRES14DEL01,23,5.0,12.949934,77.699386,13.019934,77.769386,2022-03-12,21:55:00,22:05:00,conditions Windy,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,27
0x1432,COIMBRES04DEL02,37,4.2,11.024839,77.007003,11.104839,77.087003,2022-04-06,22:00:00,22:15:00,conditions Stormy,Jam ,2,Drinks ,scooter ,1,No ,Urban ,37
0x7a4d,CHENRES09DEL03,36,4.9,13.044694,80.26147,13.104694,80.32147,2022-03-15,18:35:00,18:40:00,conditions Sunny,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,24
0xdbab,AGRRES02DEL02,32,4.9,0.0,0.0,0.08,0.08,2022-02-18,21:55:00,22:00:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,47
0x5e22,RANCHIRES09DEL03,38,4.8,23.351058,85.325731,23.411058,85.385731,2022-03-24,23:10:00,23:15:00,conditions Sunny,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,17
0x6c74,MUMRES02DEL03,38,4.8,19.221315,72.862381,19.281315,72.922381,2022-03-01,20:25:00,20:35:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,27
0xdc27,ALHRES010DEL02,27,5.0,0.0,0.0,0.05,0.05,2022-02-11,23:55:00,00:10:00,conditions Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,16
0x836d,HYDRES06DEL01,31,4.4,17.455894,78.375467,17.525894,78.445467,2022-03-25,19:35:00,19:40:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,Yes ,Metropolitian ,53
0xabbe,HYDRES20DEL02,21,4.2,17.483216,78.552111,17.503216,78.572111,2022-03-15,10:00:00,10:15:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,16
0x29dd,COIMBRES02DEL01,26,4.7,11.022477,76.995667,11.132477,77.105667,2022-04-04,21:35:00,21:50:00,conditions Windy,Jam ,1,Drinks ,scooter ,0,No ,NaN ,22
0x96c3,PUNERES15DEL01,23,4.9,18.636215,73.751081,18.706215,73.821081,2022-03-10,18:25:00,18:30:00,conditions Cloudy,Medium ,2,Snack ,motorcycle ,2,No ,Metropolitian ,36
0x2f75,RANCHIRES07DEL02,36,4.8,23.359407,85.325055,23.439407,85.405055,2022-04-06,20:50:00,21:00:00,conditions Sunny,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,15
0x92dd,BANGRES09DEL01,34,4.7,12.934179,77.615797,12.974179,77.655797,2022-03-28,12:45:00,13:00:00,conditions Fog,High ,0,Buffet ,motorcycle ,1,No ,Urban ,26
0x54b6,COIMBRES07DEL02,20,4.9,10.96185,76.971082,11.04185,77.051082,2022-03-31,22:15:00,22:20:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,15
0x5177,COIMBRES05DEL03,25,4.1,11.022169,76.999594,11.082169,77.059594,2022-03-24,22:10:00,22:20:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,28
0x9150,INDORES03DEL02,36,4.6,22.751857,75.866699,22.831857,75.946699,2022-03-23,21:10:00,21:15:00,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,30
0x5997,CHENRES18DEL02,27,4.7,12.981615,80.231598,13.061615,80.311598,2022-03-10,22:50:00,23:00:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,20
0xc775,AURGRES01DEL02,35,4.1,19.876219,75.346017,19.896219,75.366017,2022-02-17,10:15:00,10:25:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,32
0x4e36,MYSRES02DEL01,31,4.8,12.304569,76.643622,12.344569,76.683622,2022-03-26,14:40:00,14:45:00,conditions Stormy,High ,1,Meal ,scooter ,1,No ,Metropolitian ,26
0xdb58,DEHRES02DEL01,33,4.8,0.0,0.0,0.11,0.11,2022-02-12,23:30:00,23:40:00,conditions Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,22
0x6e6f,JAPRES15DEL01,23,5.0,26.891191,75.802083,27.001191,75.912083,2022-03-02,21:00:00,21:10:00,conditions Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,44
0x8bb9,BANGRES19DEL02,23,4.5,12.914264,77.6784,13.044264,77.8084,2022-03-31,18:45:00,18:50:00,conditions Windy,Medium ,2,Drinks ,scooter ,1,No ,Urban ,26
0x74c1,VADRES12DEL01,29,4.7,0.0,0.0,0.11,0.11,2022-03-25,17:25:00,17:35:00,conditions Sunny,Medium ,1,Snack ,motorcycle ,0,No ,Metropolitian ,14
0x35ce,COIMBRES010DEL01,29,4.8,11.003008,76.97544,11.043008,77.01544,2022-03-28,15:20:00,15:35:00,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
0xd044,AURGRES13DEL02,30,5.0,19.880256,75.323503,19.930256,75.373503,2022-02-15,23:15:00,23:25:00,conditions Cloudy,Low ,2,Meal ,scooter ,1,No ,Urban ,19
0xa1a8,HYDRES11DEL02,39,4.9,17.430448,78.418213,17.450448,78.438213,2022-03-09,10:50:00,10:55:00,conditions Sunny,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25
0x2c77,RANCHIRES11DEL03,34,4.3,23.359194,85.325447,23.389194,85.355447,2022-04-03,17:25:00,17:30:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,36
0xbaa4,VADRES20DEL02,36,4.8,22.311358,73.164798,22.331358,73.184798,2022-04-05,08:50:00,09:05:00,conditions Windy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,29
0x8445,HYDRES12DEL03,30,4.9,17.429585,78.392621,17.489585,78.452621,2022-03-11,19:45:00,19:50:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,24
0x3ce8,VADRES14DEL03,29,4.8,22.311603,73.165012,22.341603,73.195012,2022-03-19,19:55:00,20:00:00,conditions Fog,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,29
0x9db4,SURRES08DEL03,24,4.7,21.173343,72.792731,21.233343,72.852731,2022-03-09,23:30:00,23:35:00,conditions Windy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,10
0x4c17,CHENRES02DEL02,37,4.8,13.086438,80.220672,13.106438,80.240672,2022-04-03,08:25:00,08:35:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,18
0x6d8f,SURRES11DEL02,30,4.8,21.157735,72.768778,21.237735,72.848778,2022-03-08,23:25:00,23:30:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,16
0x7b92,HYDRES18DEL03,21,4.7,17.450851,78.379347,17.480851,78.409347,2022-03-13,23:45:00,00:00:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,10
0x11e4,CHENRES17DEL02,33,4.7,13.045479,80.23311,13.095479,80.28311,2022-03-24,18:45:00,18:50:00,conditions Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,22
0x164d,MYSRES19DEL03,39,4.4,12.334022,76.618203,12.424022,76.708203,2022-03-14,22:00:00,22:05:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Urban ,39
0xbeb1,BANGRES11DEL02,25,4.8,12.934365,77.616155,12.984365,77.666155,2022-04-01,22:30:00,22:45:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,22
0xd2e5,LUDHRES13DEL03,26,4.7,30.893234,75.82172,30.953234,75.88172,2022-02-11,23:35:00,23:40:00,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Urban ,18
0x7c6,VADRES010DEL01,30,5.0,22.310329,73.169083,22.320329,73.179083,2022-03-03,08:20:00,08:35:00,conditions Sandstorms,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,25
0xd6c5,GOARES07DEL02,37,4.7,15.561295,73.749478,15.581295,73.769478,2022-02-17,08:35:00,08:40:00,conditions Fog,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,20
0xcfaa,DEHRES14DEL02,39,4.7,30.319528,78.040267,30.339528,78.060267,2022-02-11,09:45:00,09:55:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,24
0xb2b,INDORES14DEL02,21,4.9,22.761593,75.886362,22.841593,75.966362,2022-03-02,18:50:00,18:55:00,conditions Sunny,Medium ,2,Snack ,motorcycle ,0,No ,Metropolitian ,19
0x47c2,MYSRES03DEL01,31,4.1,12.299524,76.64262,12.339524,76.68262,2022-03-21,16:20:00,16:25:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,33
0x57d0,JAPRES010DEL01,38,4.9,26.921411,75.793604,26.961411,75.833604,2022-03-03,14:30:00,14:35:00,conditions Sandstorms,High ,2,Snack ,scooter ,0,No ,Metropolitian ,25
